"id","extralabel","name","latitude","longitude","country"
"CH02136","Junction","Aarau GB","47.3945291","8.0664379","Switzerland"
"CH08254","Junction","Brenzikofen","46.8183448","7.6107452","Switzerland"
"CH07476","Junction","Blausee-Mitholz","46.5289637","7.6755574","Switzerland"
"CH02025","Junction","Baldegg","47.185689","8.2802315","Switzerland"
"CH02023","Junction","Ballwil","47.1537677","8.3168988","Switzerland"
"CH03113","Junction","Blumenau","47.2236707","8.8424051","Switzerland"
"CH03134","Junction","Bauma","47.3688366","8.878233","Switzerland"
"CH07082","Junction","Bern  Europaplatz","46.9434464","7.4074695","Switzerland"
"CH04106","Junction","Bern Bümpliz Süd","46.9374875","7.395238","Switzerland"
"CH04489","Junction","Bern Bümpliz Nord","46.9458292","7.3897557","Switzerland"
"CH07081","Junction","Bern Fischermätteli","46.9417654","7.4121293","Switzerland"
"CH06190","Junction","Bussnang","47.5560841","9.0841631","Switzerland"
"CH16765","Junction","Bern Henkerbrünnli","46.9535221","7.4388494","Switzerland"
"CH03118","Junction","Benken SG","47.2044581","9.0086542","Switzerland"
"CH04495","Junction","Bern Stöckacker","46.9463603","7.4011785","Switzerland"
"CH07079","Junction","Bern Weissenbühl","46.9357794","7.4300188","Switzerland"
"CH07001","Junction","Bern Wylerfeld","46.9658405","7.4583093","Switzerland"
"CH07010","Junction","Bern Weyermannshaus","46.9473253","7.4109287","Switzerland"
"CH02216","Junction","Benzenschwil","47.2468515","8.3656169","Switzerland"
"CH05207","Junction","Bodio TI","46.3802545","8.906568","Switzerland"
"CH04039","Junction","Bossy Bois (embr)","46.8283375","6.9604596","Switzerland"
"CH03114","Junction","Bollingen","47.2173527","8.879213","Switzerland"
"CH04218","Junction","Bôle","46.9694229","6.8383745","Switzerland"
"CH07292","Junction","Boltigen","46.6273683","7.3900737","Switzerland"
"CH02222","Junction","Bonstetten-Wettswil","47.3259013","8.4681969","Switzerland"
"CH02032","Junction","Boniswil","47.3150387","8.1845605","Switzerland"
"CH02214","Junction","Boswil-Bünzen","47.3051817","8.3152836","Switzerland"
"CH06127","Junction","Bottighofen","47.6407072","9.2131041","Switzerland"
"CH01426","Junction","Bouveret","46.3858172","6.8532439","Switzerland"
"CH07092","Junction","Belp Steinbach","46.8951646","7.4930918","Switzerland"
"CH01609","Junction","Brig","46.3194227","7.9880947","Switzerland"
"CH15379","Junction","Basel SBB RB Gr T","47.5312471","7.6612123","Switzerland"
"CH02210","Junction","Birrfeld","47.4436599","8.2157445","Switzerland"
"CH04403","Junction","Bargen BE","47.0401617","7.2611804","Switzerland"
"CH02002","Junction","Brittnau-Wikon","47.2626662","7.9570408","Switzerland"
"CH15310","Junction","Brig-Lötschberg (Abzw)","46.3195659","7.9841556","Switzerland"
"CH05042","Junction","Brunnmatt (Spw)","47.0687158","8.5030847","Switzerland"
"CH06294","Junction","Brunnadern-Neckertal","47.3378275","9.1305954","Switzerland"
"CH06181","Junction","Bronschhofen","47.4754444","9.0346779","Switzerland"
"CH06188","Junction","Bronschhofen AMP","47.4812671","9.0309281","Switzerland"
"CH01641","Junction","Brig RB","46.322464","8.0003878","Switzerland"
"CH08299","Junction","Brüttisellen (Km-Sprung)","47.4263299","8.6357466","Switzerland"
"CH01105","Junction","Bretonnières","46.7150553","6.4747325","Switzerland"
"CH01610","Junction","Brig Tunnel","46.3245679","8.0069423","Switzerland"
"CH05007","Junction","Brunnen","46.9991749","8.6100677","Switzerland"
"CH15380","Junction","Brunnen Süd (Abzw)","46.9915718","8.6103109","Switzerland"
"CH15381","Junction","Basel SBB RB I (Abzw)","47.5247605","7.6781388","Switzerland"
"CH15382","Junction","Basel Auhafen","47.5386644","7.6620211","Switzerland"
"CH07916","Junction","Birsfelden Ost (Abzw)","47.5409959","7.658527","Switzerland"
"CH15384","Junction","Birsfelden Hafen Gleisende","47.5576878","7.631777","Switzerland"
"CH18903","Junction","Birsfelden Hafen (Abzw)","47.5491032","7.6463334","Switzerland"
"CH00122","Junction","Bassecourt","47.3366869","7.2468462","Switzerland"
"CH03307","Junction","Bassersdorf","47.4385706","8.6262209","Switzerland"
"CH00136","Junction","Basel Dreispitz","47.5374361","7.6095959","Switzerland"
"CH08328","Junction","Bassersdorf Ost (Vzw)","47.4377096","8.6311396","Switzerland"
"CH00052","Junction","Basel Grenze (FR)","47.5775602","7.5675951","Switzerland"
"CH18904","Junction","Kleinhüningen Hafen Gleisende","47.5699562","7.586325","Switzerland"
"CH15386","Junction","Basel SBB Nordost (Abzw)","47.5448957","7.6033317","Switzerland"
"CH15387","Junction","Basel SBB Ost (Abzw)","47.5449364","7.5956199","Switzerland"
"CH15388","Junction","Basel SBB RB II Ost (Abzw)","47.5264697","7.6738198","Switzerland"
"CH16180","Junction","Basel VB Grenze","47.5602514","7.6131851","Switzerland"
"CH15389","Junction","Basel SBB West (Abzw)","47.5461903","7.5795674","Switzerland"
"CH06182","Junction","Bettwiesen","47.4986213","9.0207796","Switzerland"
"CH03122","Junction","Bubikon","47.270841","8.8227148","Switzerland"
"CH06219","Junction","Burgau Deponie ZAB (Agl)","47.4074213","9.214846","Switzerland"
"CH03400","Junction","Bülach","47.5239499","8.5362092","Switzerland"
"CH08142","Junction","Bützberg Ost (Agl)","47.2125765","7.7448743","Switzerland"
"CH06203","Junction","Bütschwil","47.3595913","9.0751511","Switzerland"
"CH01202","Junction","Burier","46.4478865","6.8771218","Switzerland"
"CH16350","Junction","Buchrain","47.0936499","8.3566585","Switzerland"
"CH04415","Junction","Busswil BE","47.0986848","7.3186229","Switzerland"
"CH04206","Junction","Bevaix","46.9296962","6.8116803","Switzerland"
"CH02034","Junction","Beinwil am See","47.2672199","8.2022355","Switzerland"
"CH07072","Junction","Burgistein","46.7894377","7.5212267","Switzerland"
"CH02033","Junction","Birrwil","47.2878566","8.1990173","Switzerland"
"CH19030","Junction","Bern Wyler","46.9665979","7.4602854","Switzerland"
"CH19180","Junction","Bern Wyler West (Abzw)","46.9637567","7.4491341","Switzerland"
"CH01117","Junction","Bussigny","46.5475904","6.5518261","Switzerland"
"CH15312","Junction","Bussigny Est (bif)","46.5449588","6.5584391","Switzerland"
"CH15313","Junction","Bussigny-Scheuchzer (bif)","46.5448766","6.5555696","Switzerland"
"CH04019","Junction","Bressonnaz","46.6531516","6.7912631","Switzerland"
"CH06215","Junction","Bischofszell Nord","47.5004152","9.2340353","Switzerland"
"CH06213","Junction","Bischofszell Stadt","47.4921409","9.2414786","Switzerland"
"CH18336","Junction","Carouge-Bachet (saut km)","46.1753773","6.1269151","Switzerland"
"CH01436","Junction","Monthey Centre agr Bas-V (embr","46.2807073","6.9419019","Switzerland"
"CH15978","Junction","Camorino Sud","46.1506084","8.9877775","Switzerland"
